Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
10.61656387,1.292711792,12.81530045,4.890031128,13.7773522
10.62659287,2.558629303,18.73773468,5.616620178,19.72804367
10.63662287,1.897005157,22.67619461,0.450862427,22.75987055
10.64665187,-2.014959869,19.10881302,-3.653901672,19.55908474
10.65668087,-4.04967865,13.96730484,-3.31605423,14.91582104
10.66670987,-3.356320496,10.88506439,-1.896855469,11.54762204
10.67673888,-1.839824066,8.724756775,-1.009650421,8.973612837
10.68676788,0.287552033,7.955207062,-0.703986054,7.991470574
10.69679688,1.422042847,7.490423584,-0.528700562,7.642524165
10.70682588,1.626218262,6.868017883,-0.229472809,7.061650887
10.71685488,1.708996124,6.865622864,0.011226654,7.075137532
10.72688388,1.72471344,6.999893646,-0.05029541,7.209415867
10.73691287,2.40684494,7.425009613,-0.35925293,7.81362483
10.74694187,2.227218475,7.565118256,-0.505349121,7.902334724
10.75697087,1.31980545,7.419022064,-0.891845398,7.588093504
10.76699987,0.821940765,7.333549805,-1.039588165,7.452334058
10.77702887,0.608634338,7.445367279,-1.15484848,7.558942035
10.78705788,0.15328125,7.619904327,-1.192869415,7.714231948
10.79708688,-0.243244171,7.567213898,-1.035696259,7.641633375
10.80711588,-0.316441956,7.361391907,-0.76760376,7.408065999
10.81714488,-0.329315186,7.167694702,-0.330512695,7.182863947
10.82717488,-0.501756592,7.237449646,-0.279917908,7.260219769
10.83720388,-0.776136017,7.612120514,-0.624052277,7.676992059
10.84723288,-0.699944458,8.313561859,-1.221310272,8.431893726
10.85726188,-0.589174805,9.016500092,-1.092577972,9.101545335
10.86729088,-0.633482666,9.442364502,-0.719104614,9.490872411
10.87731987,-0.549357605,9.583071899,-0.46687912,9.610152804
10.88734887,-0.04326004,9.69533844,-0.18726059,9.697243187
10.89737787,0.608185272,9.698332214,-0.092357941,9.717822135
10.90740687,0.969533844,9.704319763,-0.001047821,9.75263139
10.91743587,1.172362061,10.19589752,0.358354797,10.26933188
10.92746488,0.939895477,10.90721832,0.732875977,10.97214301
10.93749388,-0.213456116,11.51046387,0.648301849,11.53068243
10.94752288,-1.666634216,12.20861206,-0.102087708,12.32226846
10.95755188,-2.590513,13.13264053,-1.291663971,13.44787719
10.96758088,-2.875520325,13.66268829,-2.233355713,14.13950304
10.97760988,-2.824326782,13.77480515,-1.885628815,14.18723633
10.98763887,-2.757266235,14.00787048,-0.369880829,14.28144826
10.99766787,-2.682870941,14.29377594,0.668509827,14.55873389
11.00769687,-2.578088837,14.39077423,1.072519684,14.65916858
11.01772587,-2.337539063,14.19917267,1.323847046,14.45106101
11.02775488,-1.361718292,13.96820297,1.262624359,14.09110327
11.03778487,-0.494122467,13.74441833,1.354682922,13.81985377
11.04781387,-0.213156738,13.67286713,1.25903183,13.7323666
11.05784288,0.02574646,13.80070129,0.969384155,13.83472894
11.06787188,0.718056793,13.366604,1.091230774,13.43028268
11.07790088,1.825603638,12.59720398,1.442550201,12.81028211
11.08792988,2.485880585,12.27701981,1.887425079,12.66756453
11.09795888,2.580184479,12.22717346,1.687890015,12.60992052
11.10798788,2.403851166,12.41293716,1.754800873,12.76474973
11.11801687,2.417023773,13.05405396,1.308279419,13.34023702
11.12804587,2.244133301,13.54638016,0.678538971,13.74776217
11.13807487,2.322121124,13.97658554,-0.612975311,14.18142901
11.14810387,2.869981842,14.63461716,-2.610271912,15.14009031
11.15813287,3.703448639,15.12439865,-3.913012848,16.05536159
11.16816188,4.646487579,14.91917542,-3.525169373,16.01869099
11.17819088,4.563709717,13.62736176,-1.527274017,14.45216249
11.18821988,3.24001236,11.76583282,0.904718628,12.23727984
11.19824888,2.101629639,9.773475952,2.464624786,10.29621555
11.20827788,1.275647278,8.509354706,2.217488708,8.885586624
11.21830688,1.152154083,8.287516022,1.469494171,8.495280688
11.22833587,0.46807663,7.887098694,1.101110229,7.977334472
11.23836487,-0.183368683,7.2486763,1.091829529,7.332736454
11.24839387,-0.280965729,6.372697906,1.687890015,6.598423528
11.25842287,-0.333356781,5.540428619,1.246757355,5.688750296
11.26845287,-0.231418762,5.48654068,0.640518036,5.528647812
11.27848187,-0.099243622,5.433999939,0.706830139,5.480676371
11.28851087,-0.005688171,5.189707947,1.091380463,5.303226588
11.29853987,0.180674286,4.968018951,0.789308624,5.033573641
11.30856888,0.816252594,4.859794006,0.710572357,4.978833112
11.31859788,1.531914368,4.745581512,-0.380359039,5.001197709
11.32862688,1.557960205,4.635260925,-0.623154144,4.929625233
11.33865588,1.698517914,4.646337891,-0.38499939,4.962020095
11.34868488,1.679208069,3.945794678,-0.823886719,4.36667204
11.35871388,1.519789581,3.388353882,-1.636247406,4.058079345
11.36874287,1.285227356,2.950364685,-2.302362213,3.956934785
11.37877187,0.737965393,2.581980743,-2.195634155,3.468721209
11.38880087,0.14040802,2.691403198,-2.665057983,3.790237412
11.39882987,-0.857566681,3.279679871,-3.516487427,4.88440421
11.40885887,-1.638043671,4.155957642,-4.304149475,6.20329539
11.41888788,-1.911674652,6.008056183,-5.050198059,8.07810247
11.42891688,-1.970352631,8.509953461,-6.3979953,10.82755472
11.43894588,-2.123633881,11.8577417,-7.37276825,14.12351127
11.44897488,-2.674188995,15.78048431,-7.234306183,17.56445723
11.45900388,-2.87956192,19.16045563,-7.140601044,20.64953074
11.46903233,-2.218237152,20.13178574,-7.147337036,21.47775127
11.47906133,-1.385668488,17.65234177,-6.195915527,18.75938742
11.48909033,-0.974024506,14.36502777,-5.070705414,15.2648223
11.49912033,-1.222058716,11.69817352,-4.751419373,12.68529374
11.50914933,-1.838626556,9.096733246,-5.881868591,10.98760581
11.51917833,-1.974394226,6.468049622,-7.90042099,10.39954568
11.52920733,-2.115101624,4.554578705,-8.523126068,9.892498169
11.53923633,-1.606459351,4.289929047,-8.685089264,9.819112913
11.54926533,-0.773890686,6.782096558,-9.422605591,11.63534429
11.55929433,-0.157771912,10.19035904,-8.276888123,13.1291731
11.56932333,0.564625855,13.44563965,-3.382815399,13.87614745
11.57935233,2.889141998,16.50213364,2.024539948,16.87502053
11.58938133,6.42374176,19.71265732,2.235750732,20.85310284
11.59941033,8.498577118,20.77499817,-1.119971008,22.47400047
11.60943933,8.781937866,15.46673676,-0.279768219,17.78821657
11.61946833,7.634723511,7.854915619,1.415606232,11.045028
11.62949733,4.430786133,3.557801514,1.196312256,5.806976871
11.63952633,1.724114685,1.746867371,1.695823517,2.983275793
11.64955533,0.631387024,1.854194183,2.401306458,3.098864041
11.65958433,0.163460083,2.472109222,2.154918823,3.283552701
11.66961333,-0.402213593,3.317700806,1.798360291,3.79513032
11.67964233,-0.32063324,5.345384216,2.055375824,5.735896431
11.68967133,0.525557098,8.014633484,3.516188049,8.767789832
11.69970033,2.945874023,14.53237976,6.266269226,16.09765092
11.70972933,5.291047211,21.48452271,3.573518829,22.41316429
11.71975833,2.112856293,21.6306189,-2.468816071,21.87333738
11.72978733,-2.007325745,16.55991348,-4.633165283,17.31260557
11.73981633,-2.919079742,12.54900421,-4.115841064,13.52548265
11.74984533,-2.712658997,9.956545258,-2.989732819,10.74382681
11.75987533,-1.895957336,8.027506714,-1.938468933,8.473085628
11.76990433,-0.813558197,7.264543304,-0.937799835,7.369866681
11.77993333,-0.039218445,7.002288666,-0.105530548,7.003193653
11.78996233,0.201331329,6.699169006,0.761017456,6.745261096
11.79999133,0.152233429,6.687493286,1.530267792,6.862030383
11.81002033,0.031883698,6.974745941,1.84985321,7.215958316
11.82004933,-0.00464035,7.344776459,1.680106201,7.534488676
11.83007833,0.123493195,7.604785767,0.745749207,7.64226138
11.84010733,0.525108032,8.053253174,-0.570912781,8.090523254
11.85013633,0.817300415,8.690478058,-1.300495605,8.825172954
11.86016533,0.303718414,8.690478058,-1.747166748,8.869568501
11.87019433,0.038170624,8.608748016,-1.662592621,8.767908167
11.88022333,0.09595047,8.522677002,-1.443148956,8.644530565
11.89025233,0.04685257,8.39768692,-1.361119537,8.507407782
11.90028133,-0.009430389,8.258177032,-0.77688446,8.294644435
11.91031033,0.092507629,8.020621033,-0.26914032,8.025668566
11.92033933,0.375119934,8.073910217,0.016465759,8.082636469
11.93036833,0.834664307,8.168214111,0.406105499,8.220785118
11.94039733,0.911005554,8.557853851,0.387693787,8.614934714
11.95042633,0.757724304,9.395661621,-0.144748993,9.427277215
11.96045533,0.506097565,10.05369324,-0.891246643,10.10580046
11.97048433,0.346679077,10.60514648,-1.516047363,10.71856884
11.98051333,0.310005341,11.07666595,-1.367556152,11.16507241
11.99054233,0.210013275,11.2989537,-1.118474121,11.35611926
12.00057133,0.229023743,11.45328278,-0.928369446,11.49312873
12.01060033,0.297431488,11.72347092,-0.168399811,11.72845234
12.02062933,-0.277822266,11.81687668,0.282462616,11.8235166
12.03065833,-1.090182953,12.04155945,-0.310304718,12.09478986
12.04068733,-1.62876297,12.56921219,-1.482367401,12.76069657
12.05071633,-1.852547607,12.97217422,-2.222428436,13.29091513
12.06074533,-2.112706604,12.9539122,-1.822909241,13.2510516
12.07077433,-2.340383148,12.48838028,-0.874481506,12.73584521
12.08080433,-2.514770508,12.36398895,0.587827606,12.63082875
12.09083333,-2.294428711,12.59810211,1.142723694,12.85622018
12.10086233,-1.253493347,13.00181259,0.5441185,13.073425
12.11089133,-0.449215851,13.21736435,0.523910523,13.23536918
12.12092033,-0.178428955,13.03070251,1.444346466,13.11171925
12.13094933,0.179476776,12.8224855,1.958377533,12.97241647
12.14097833,0.903820496,13.07141785,1.334474945,13.17040923
12.15100733,1.107546844,12.89194107,-0.19190094,12.94085123
12.16103633,1.261127472,12.52685028,-0.356109467,12.5952068
12.17106533,1.933229828,12.69689667,0.258063355,12.84582264
12.18109433,2.564616852,13.30328568,1.130898285,13.59535216
12.19112333,2.661465454,13.60880035,2.080972595,14.02188619
12.20115233,2.575244751,13.72780289,2.136806488,14.12976998
12.21118133,2.779719543,14.22432037,1.097068634,14.53484401
12.22121033,3.18148407,14.7428421,-0.759969635,15.10135053
12.23123933,3.591481476,14.93040207,-2.586172028,15.57253772
12.24126833,3.984564056,14.89866806,-3.276985474,15.7666006
12.25129733,3.279081116,13.86267242,-2.239792328,14.42021946
12.26132633,2.308050385,12.26594284,-0.150137787,12.48210686
12.27135533,2.057172089,10.97188385,0.62016037,11.18028582
12.28138433,1.55152359,9.96911911,-0.053588562,10.08927317
12.29141333,1.162033539,9.62513443,-0.470621338,9.706442149
12.30144233,1.005459137,8.96635437,-0.904868317,9.067813708
12.31147133,0.807720337,7.309749298,0.153880005,7.355849781
12.32150033,0.897084503,7.056925049,1.209335175,7.215777388
12.33152933,0.820144501,6.699767761,1.484163666,6.911025021
12.34155833,0.363593903,6.198460236,1.825453949,6.471892454
12.35158733,0.115410004,5.692063293,2.095492401,6.066629411
12.36161633,-0.020207977,5.33086441,1.609602814,5.5686035
12.37164533,-0.343685303,4.979095917,1.255888367,5.146530028
12.38167433,-0.053887939,4.882397003,0.596359863,4.918978501
12.39170333,0.354462891,4.583019562,0.735570374,4.655188076
12.40173233,0.709374847,3.980821838,0.270936585,4.05259939
12.41176133,0.844543762,3.451522522,-0.649948425,3.612297723
12.42179033,0.84125061,2.910248108,-1.120569763,3.230003596
12.43181933,0.969384155,2.355501709,-1.353335724,2.88437368
12.44184833,1.300196228,2.053130493,-1.767225037,3.00481936
12.45187833,1.259331207,1.76797348,-2.562371521,3.35818301
12.46190733,0.546363831,1.557960205,-3.088677063,3.502239203
12.47193671,-0.174537048,1.873504028,-3.648812256,4.105400273
12.48196571,-0.551602936,2.880310364,-4.45099411,5.330272241
12.49199471,-0.884810028,4.569996643,-5.39642807,7.126653774
12.50202371,-1.063089294,6.850653992,-6.439608765,9.462038893
12.51205271,-1.35378479,9.916129303,-7.102280731,12.2721125
12.52208171,-2.122286682,13.79606094,-6.675667877,15.47255441
12.53211071,-3.20483551,18.371147,-6.289620667,19.68068446
12.54213971,-3.305126953,22.4148381,-6.014792175,23.44198277
12.55216871,-2.214195557,22.44582367,-5.969885559,23.33146364
12.56219771,-1.337468719,17.79798889,-4.854105835,18.49647465
12.57222671,-0.990939331,13.01049454,-4.695435791,13.86730133
12.58225571,-1.465901642,9.430539093,-5.799240417,11.16759261
12.59228471,-2.283202057,6.107748871,-7.3375914,9.816203719
12.60231371,-2.279010773,3.073408813,-8.962312775,9.74488492
12.61234271,-1.470541992,2.084714813,-8.922944641,9.280488709
12.62237171,-0.804277496,4.523443451,-9.015152893,10.11836867
12.63240071,-0.276475067,8.411009216,-7.436984711,11.23077273
12.64242971,0.237556,12.30665817,-3.438050537,12.78008058
12.65245871,1.741179199,16.18614075,0.707279205,16.2948796
12.66248771,4.208199005,20.26171555,0.728235626,20.7069163
12.67251671,5.382507019,22.5833876,-2.215842133,23.32146509
12.68254571,5.157824249,18.852995,-0.995879059,19.57116109
12.69257471,6.012247467,10.94374237,0.943188629,12.52206938
12.70260371,5.327870636,5.57306076,0.227077789,7.713415332
12.71263271,3.771257629,2.901416473,1.380429382,4.954410857
12.72266171,2.355202332,1.848805389,2.604134674,3.968195659
12.73269071,1.159189453,2.046095123,3.072959747,3.869535767
12.74271971,0.650996246,2.952759705,1.832938385,3.535851964
12.75274871,0.179476776,4.472998352,1.333277435,4.670926556
12.76277771,0.362097015,6.279741211,2.569406891,6.794712334
12.77280671,1.464105377,9.983339539,5.451513519,11.46863865
12.78283571,4.274960175,17.43888565,7.1597612,19.3300853
12.79286471,5.034031677,22.0618721,2.093845825,22.72557735
12.80289371,0.866098938,20.44134201,-3.820654907,20.81336096
12.81292271,-2.912792816,15.72315353,-5.201683044,16.81545199
12.82295171,-3.770209808,12.01910614,-3.517535248,13.07847272
12.83298071,-3.475772095,9.223519592,-1.948498077,10.047435
12.84300971,-2.077829132,7.856262817,-1.410217438,8.24784533
12.85303871,-0.437989197,7.552394714,-0.927770691,7.621762192
12.86306771,-0.067359924,7.174580383,-0.201930084,7.177737582
12.87309671,0.086819458,6.908583527,0.88570816,6.965668877
12.88312571,0.403111725,7.066355438,1.310225372,7.198094801
12.89315471,0.495469666,7.179969177,0.928219757,7.256654842
12.90318371,0.584534454,7.246880035,0.389040985,7.280817513
12.91321271,0.964893494,7.7038797,-0.480500794,7.778924276
12.92324271,1.178499298,8.125253448,-1.306483154,8.313573385
12.93327171,0.871188355,8.190368042,-1.41695343,8.357562733
12.94330071,0.449066162,8.067922668,-1.161584473,8.16347445
12.95332971,0.11002121,7.866741028,-0.945583649,7.92413071
12.96335871,0.105380859,7.572003937,-0.676143951,7.602862578
12.97338771,0.108374634,7.425758057,-0.28081604,7.431856122
12.98341671,0.185164948,7.697443085,-0.146395569,7.70106147
12.99344571,0.29249176,8.060438232,-0.538430328,8.083694894
13.00347471,0.259560242,8.690328369,-0.545016632,8.711269816
13.01350371,-0.08068222,9.118737488,-0.72075119,9.147533289
13.02353271,-0.254919891,9.306746521,-0.790506134,9.343736667
13.03356171,-0.292791138,9.44850174,-0.427960053,9.462719566
13.04359071,-0.106728058,9.731413422,-0.275427246,9.735895348
13.05361971,0.3662883,10.22733215,0.051941986,10.23402111
13.06364871,0.835562439,10.74540482,0.081430664,10.77815013
13.07367771,0.780027924,11.17067047,-0.129480743,11.1986199
13.08370671,0.780027924,11.78858551,0.03038681,11.81440287
13.09373571,0.082777863,11.99590439,0.223185883,11.99826597
13.10376471,-1.154998169,12.32896179,0.017663269,12.38295731
13.11379371,-2.022593994,13.23383011,-0.985400848,13.42371635
13.12382271,-2.503543854,13.77989456,-1.424288177,14.07770659
13.13385171,-2.496508484,13.84920044,-1.176403656,14.1215025
13.14388071,-2.318678284,13.68843475,-0.850082245,13.90942683
13.15390971,-2.424657898,13.4210907,0.407752075,13.64444587
13.16393871,-2.243534546,13.34549789,1.087638245,13.57640299
13.17396771,-1.803898773,13.62376923,0.464184723,13.75051294
13.18399671,-1.641486511,14.03571259,0.337398377,14.13540036
13.19402571,-1.002465363,14.02194122,1.035995636,14.09585256
13.20405471,0.144898682,13.54173981,1.688937836,13.64742553
13.21408371,1.134640503,12.98549652,1.781894531,13.15620299
13.22411271,1.932182007,12.29153961,1.363065491,12.51691739
13.23414171,2.777474213,11.97464859,0.807720337,12.31904964
13.24417071,3.349285126,11.97764236,0.449066162,12.44521144
13.25419971,3.318000183,11.61809006,0.788709869,12.1083114
13.26422871,3.162024536,11.64189056,1.116528168,12.1152239
13.27425771,3.278332672,12.17313583,1.006506958,12.64696633
13.28428671,3.309767303,13.13533493,1.625469818,13.6430838
13.29431571,3.105891266,14.13315994,1.472188568,14.54510604
13.30434471,2.736309814,14.83265533,-0.455353088,15.0898112
13.31437371,2.851420441,15.54936493,-2.518662415,16.0080295
13.32440271,3.729344788,16.09183685,-3.485801239,16.88212179
13.33443171,4.897515564,15.62465836,-2.882106628,16.62594797
13.34446071,5.385500793,13.99619476,-1.601220245,15.08181
13.35448971,4.389621735,11.76194092,0.091609497,12.55469735
13.36451871,2.811902618,10.00070343,1.654060364,10.51935269
13.37454771,2.242037659,9.505982208,2.718496857,10.13807949
13.38457671,1.572030945,8.731941833,1.516795807,9.001042106
13.39460571,0.702189789,7.067103882,1.477727051,7.254013028
13.40463471,0.512983246,6.443800049,1.700763245,6.684183308
13.41466371,0.195343781,6.376290436,2.193837891,6.745973881
13.42469271,-0.050145721,6.704408112,1.352287903,6.839611487
13.43472171,-0.759670258,5.951623535,0.685873718,6.038985375
13.44475071,-1.194216614,5.320835266,1.093625793,5.561785561
13.45477971,-1.065484314,5.392536163,1.470242615,5.69001902
13.46480871,-0.589474182,5.133574677,0.511935425,5.192604997
13.47484133,-0.027093658,4.783752136,0.077389069,4.78445479
13.48487033,0.390537872,4.384981384,-0.364641724,4.417413854
13.49489933,0.569565582,3.638334045,-0.540675659,3.722124359
13.50492833,0.781225433,2.853067017,-0.744252319,3.050281314
13.51495733,1.180894318,2.27586731,-1.182540894,2.823559166
13.52498633,1.421743469,1.711391144,-1.273851013,2.563768816
13.53501533,1.356329498,1.195264435,-1.794318695,2.547129042
13.54504433,0.964594116,1.149459686,-2.513273621,2.927156243
13.55507333,0.118553467,1.44973526,-3.336561584,3.639839345
13.56510233,-0.618064728,1.971250763,-4.515509949,4.965648364
13.57513133,-1.027912445,2.858455811,-5.441634064,6.232074687
13.58516033,-1.329684906,4.768633575,-6.649472351,8.289958424
13.59518933,-1.752854919,7.567513275,-8.994346161,11.88436033
13.60521833,-2.75666748,11.54863449,-9.635313263,15.29082849
13.61524733,-3.918251953,16.62891998,-8.14501236,18.9265661
13.62527633,-3.39329361,22.11082031,-6.760691071,23.36899142
13.63530533,-1.45093277,25.01627838,-6.185287628,25.81040823
13.64533433,-0.208815765,21.68016586,-5.048401794,22.26116701
13.65536333,0.103883972,15.59322372,-5.082530823,16.40096148
13.66539233,-0.1977388,11.052117,-6.57358017,12.86080663
13.67542133,-0.809366913,7.414082336,-7.918832703,10.87803305
13.68545033,-0.495020599,4.380490723,-9.310788116,10.30167558
13.69547933,0.338895264,2.630030823,-9.527537384,9.889685573
13.70550833,1.18179245,3.513493652,-10.20293289,10.85546455
13.71553733,0.823587341,7.533384247,-10.13632141,12.65603358
13.72556633,-0.325423279,10.92682755,-8.525820465,13.86329958
13.73559533,-0.618663483,13.54308701,-3.781137085,14.0746207
13.74562433,2.14473999,16.01474716,2.525697784,16.35393487
13.75565333,5.779331818,18.6220253,1.872605896,19.58793392
13.76568233,7.694898376,18.89879974,-0.543968811,20.41254504
13.77571133,7.621700592,13.20568863,0.649798737,15.26115233
13.78574033,5.831573181,6.179898834,1.253643036,8.58894733
13.79576933,3.399580536,3.002905426,-0.236657867,4.542091563
13.80579833,1.841620331,2.367177429,0.467028809,3.035327055
13.81582733,0.597856751,2.340083771,2.659968567,3.592889857
13.82585633,0.14160553,3.246748352,3.473377075,4.756655894
13.83588533,-0.027542725,4.711602173,3.322191467,5.76514612
13.84591433,-0.174537048,6.083050232,3.62605957,7.083944615
13.85594333,-0.192350006,7.554340668,4.135749664,8.614492831
13.86597233,0.953966217,12.12119385,4.835245056,13.08483804
13.87600133,4.088597717,19.6625116,5.549559631,20.83575306
13.88603033,3.68578537,22.74026138,-0.755179596,23.04939908
13.89605933,-0.455802155,19.27287186,-6.252497864,20.26684669
13.90608833,-2.395618286,14.30440384,-4.602628784,15.21641048
13.91611733,-1.893562317,11.16797607,-1.835183716,11.47506719
13.92614633,-1.235381012,8.64572113,-1.149609375,8.808874038
13.93617533,-0.700692902,7.212900696,-0.470621338,7.262120313
13.94620433,0.005538483,6.743626556,-0.35221756,6.752820671
13.95623333,0.246088257,6.743626556,0.267643433,6.753420731
13.96626233,0.301323395,6.845863953,0.88226532,6.909055011
13.97629133,0.180823975,6.966363373,1.109941864,7.05654922
13.98632033,-0.24459137,6.764582977,0.810414734,6.817344046
13.99634933,-0.002694397,7.017107849,-0.023950195,7.017149239
14.00637833,0.533640289,7.610473938,-1.339115295,7.745793393
14.01640733,0.691711578,8.160879364,-2.241139526,8.49123803
14.02643633,0.53828064,8.31580719,-2.304457855,8.645977173
14.03646533,-0.007185059,8.05130722,-1.962568817,8.287054721
14.04649433,-0.443976746,7.76465332,-1.485660553,7.917963363
14.05652333,-0.653091888,7.615563354,-0.666114807,7.672486113
14.06655233,-0.594563599,7.733967133,0.023201752,7.756822275
14.07658133,-0.571661224,7.79159729,-0.072299652,7.812874767
14.08661033,-0.514480133,8.067623291,-0.360749817,8.09205634
14.09663933,-0.53588562,8.622220001,-0.555494843,8.656698312
14.10666833,-0.527353363,9.060059509,-0.530347138,9.090877184
14.11669733,-0.302371216,9.355245667,-0.49262558,9.373085394
14.12672633,0.28201355,9.810898132,-0.495170288,9.82743341
14.13675533,0.979862366,10.19814285,-0.816851349,10.27762103
14.14678433,1.511107635,10.6527475,-1.215472412,10.82782752
14.15681333,1.557062073,11.04313568,-0.504001923,11.16374963
14.16684233,1.005459137,11.49444717,0.57450531,11.55263261
14.17687133,0.050744476,11.99814972,0.781824188,12.02370246
14.18690033,-1.26022934,12.56292526,0.211360474,12.62774494
14.19692933,-2.537373505,13.23637482,-0.942589874,13.51030563
14.20695833,-3.168311462,13.98257309,-1.948647766,14.46885537
14.21698733,-3.107986908,14.19887329,-2.032174072,14.67642044
14.22701633,-3.279679871,14.0036792,-0.832269287,14.40666524
14.23704533,-3.480262756,13.72465942,0.05149292,14.15913686
14.24707433,-3.282673645,13.3971405,0.449964294,13.80078939
14.25710333,-2.608775024,13.59951965,0.742456055,13.86736756
14.26713233,-1.861977997,13.81147888,1.243314514,13.99177408
14.27716133,-0.852327576,13.58320358,1.342258759,13.67594752
14.28719033,-0.066312103,13.21646622,1.454674988,13.29644523
14.29721933,0.542172546,12.7588678,1.830992432,12.90097639
14.30724833,1.572480011,12.22283249,1.739382935,12.44571334
14.31727733,2.71220993,12.6195076,1.810934143,13.03409135
14.32730633,3.381617889,13.04402481,0.705932007,13.49371197
14.33733533,3.556903381,13.12365921,-0.123044128,13.5976885
14.34736433,3.819008331,13.46719482,0.480351105,14.00645916
14.35739333,3.683090973,13.90698029,0.931512909,14.41655216
14.36742233,3.336262207,13.67047211,0.978365479,14.10566029
14.37745133,3.472179565,13.41345657,0.66342041,13.87144458
14.38748033,3.800297241,13.68589005,-0.726139984,14.22227565
14.39750933,4.055217133,14.29108154,-2.616409149,15.08394492
14.40753833,4.625980225,14.81259705,-3.391197968,15.88436174
14.41756733,4.837340698,14.11295197,-2.662812653,15.15473027
14.42759633,3.562441864,12.48733246,-0.995130615,13.02362273
14.43762533,2.266137543,10.99792969,0.859512634,11.2618204
14.44765433,1.591789856,10.44902115,2.311343536,10.81934133
14.45768333,-0.188907166,9.797725525,2.321971436,10.07088192
14.46771233,-1.050665131,8.417296143,0.529149628,8.499104123
14.47773758,-0.573008423,7.927664337,0.179476776,7.950371841
14.48776658,-0.769549713,7.271878052,0.556842041,7.333654629
14.49779558,-0.521066437,6.955735474,2.030826874,7.264848519
14.50782458,-0.396824799,6.198460236,2.199226685,6.589004266
14.51785358,-0.445473633,5.502557373,1.999092865,5.871367531
14.52788258,-0.228275299,5.51108963,1.419647827,5.695578854
14.53791158,0.070802765,5.403164062,0.862805786,5.472077187
14.54794058,-0.365539856,4.505630493,0.914448395,4.611999717
14.55796958,-0.460143127,3.841012573,0.108075256,3.86998573
14.56799858,-0.122595062,3.139122162,-0.312699738,3.157039534
14.57802758,0.540376282,2.372266846,-0.149239655,2.437607226
14.58805658,1.191372528,1.906136169,-0.379610596,2.279655194
14.59808558,1.485810242,1.481918335,-0.807870026,2.248636921
14.60811458,1.713636475,0.839903412,-1.445543976,2.394072909
14.61814358,2.129172363,0.435594177,-2.449955292,3.274965369
14.62817258,1.979333954,0.389939117,-2.748434601,3.409355976
14.63820158,1.393751678,0.936003571,-3.202739868,3.616101366
14.64823058,1.051263885,2.21733902,-3.322041779,4.130098021
14.65825958,0.577798462,4.391417999,-3.902983704,5.903531561
14.66828858,0.001347198,7.225474548,-5.431904297,9.039528116
14.67831758,-0.717607727,10.7588768,-7.503147125,13.13642294
14.68834658,-1.940863953,14.9989595,-9.16065033,17.68200366
14.69837558,-3.17205368,19.97640884,-8.918004913,22.1054212
14.70840458,-3.081342316,25.24485306,-8.832382965,26.92226337
14.71843358,-1.857038269,26.05002869,-8.250393219,27.38834741
14.72846258,-0.51597702,20.00320313,-5.641318817,20.78987363
14.73849158,-0.304616547,13.98332153,-4.456382904,14.67942168
14.74852058,-1.200952606,9.666897583,-4.924758911,10.9153308
14.75854958,-2.605631561,5.656287689,-6.609505463,9.081215156
14.76857858,-3.150648193,2.725831604,-10.23152344,11.04720842
14.77860758,-3.060086517,1.965263214,-10.82069824,11.41551135
14.78863658,-1.783840485,2.23021225,-5.835914154,6.497216909
14.79866558,0.346529388,3.49148941,-2.51686615,4.318008353
14.80869458,2.467169495,5.267396393,-0.56866745,5.844294033
14.81872358,4.692292328,8.07361084,1.15604599,9.409423022
14.82875258,6.611451416,13.68574036,-0.376317444,15.20369671
14.83878158,7.922275543,21.32600235,-4.877307587,23.26690687
14.84881058,6.680607605,23.40652588,-1.564995575,24.39149817
14.85883958,6.829248505,21.52628586,2.611319733,22.73408473
14.86886858,6.167624359,14.57638824,0.79918808,15.8476934
14.87889758,2.971171417,6.857240295,0.237106934,7.477019711
14.88892658,1.231638794,3.825295258,2.402354279,4.682000001
14.89895558,1.002165985,2.892135773,2.969524841,4.264605934
14.90898458,0.753982086,2.841391296,2.664758606,3.967736371
14.91901358,0.543819122,4.135300598,2.993774414,5.134114872
14.92904258,0.75937088,7.137307892,4.286186829,8.359976412
14.93907158,2.264640656,12.30590973,5.620063019,13.71674597
14.94910058,2.52854187,16.42175079,4.493056641,17.21205918
14.95912958,-0.323627014,18.08254715,-0.576600952,18.0946322
14.96915858,-3.294798431,17.66566406,-4.483476562,18.5211486
14.97918758,-3.935915222,15.26615387,-3.724704437,16.19939214
14.98921658,-3.913761292,11.8245108,-1.668729858,12.5666719
14.99924558,-3.793561249,8.904981995,-0.505798187,9.692556065
15.00927458,-2.536475372,7.463778992,-0.09595047,7.883584885
15.01930358,-0.202977905,7.297923889,-0.150586853,7.30229892
15.02933258,0.474662933,6.825506287,0.458197174,6.857316211
15.03936158,0.722697144,6.525230713,1.243164825,6.681795103
15.04939058,0.905916138,6.411616974,1.329834595,6.610444487
15.05941958,1.196611633,6.873406677,0.983754273,7.045805222
15.06944858,1.452429657,7.527546387,-0.215701447,7.669421988
15.07947758,1.792073364,8.02092041,-1.245709534,8.312549754
15.08950658,1.45677063,8.158484344,-1.105900269,8.360984564
15.09953558,0.763711853,8.133785706,-0.586779785,8.190606584
15.10956458,0.321681061,8.172405396,-0.010627899,8.178740833
15.11959358,0.026045837,8.191864929,0.060174866,8.192127344
